Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY14 Budgeted Expenses,FY14 Actual Expenses,FY15 Budgeted Expenses,FY15 Actual Expenses,FY16 Budgeted Expenses,FY16 Actual Expenses,FY17 Budgeted Expenses,FY17 Actual Expenses,FY18 Budgeted Expenses,FY18 Actual Expenses,FY19 Budgeted Expenses,FY19 Actual Expenses
35131,MNPS General Purpose,80,MNPS,80101775,MNPS Westmeade Elementary,503330,Books/Magazines/Periodicals,6670.00,5995.83,3960.00,4384.75,5450.00,5436.98,5450.00,4261.99,15383.00,14211.71,2917.50,2991.50
35131,MNPS General Purpose,80,MNPS,80101775,MNPS Westmeade Elementary,503350,Educational Supply,14100.00,16945.31,23200.00,15238.70,15115.00,22429.42,21410.00,24526.64,9839.00,11348.18,10118.00,9892.19
35131,MNPS General Purpose,80,MNPS,80101775,MNPS Westmeade Elementary,503400,Medical Supply,600.00,0.00,0.00,0.00,0.00,61.75,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101775,MNPS Westmeade Elementary,505233,Rent Equipment,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,3257.28,4000.00,3856.33,4000.00,4249.75
35131,MNPS General Purpose,80,MNPS,80101775,MNPS Westmeade Elementary,531001,Transfer Operational,3800.00,3663.00,3800.00,3800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501101,Regular Pay,1776000.00,1743290.43,1557446.78,1649775.79,1727346.00,1695624.00,1921300.00,1929626.58,1897284.99,1913064.92,1881914.00,1912474.97
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501107,Supplemental Pay,8200.00,13532.16,2800.00,28397.46,0.00,21373.84,11398.20,14169.75,35516.97,34410.70,12172.00,25170.27
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501108,Injured on Duty Pay,0.00,0.00,0.00,651.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501110,In-Service Train Supp,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501115,MNPS Career Ladder,11000.00,11300.00,11300.00,5000.00,5000.00,4644.15,0.00,4968.00,4000.00,4000.00,0.00,4000.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501122,Retirement Incentive Pay,0.00,24315.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501172,Employer OASDI,108100.00,104329.49,94168.75,95628.49,107097.00,100744.43,119757.89,113142.82,117259.54,112615.34,117426.00,110324.02
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501173,Employer SSN Medical,22100.00,24411.17,23565.29,22984.23,25045.00,23573.09,28030.47,26655.04,27622.03,26599.01,27474.00,26217.43
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501174,Employer Group Health,315700.00,284636.52,346000.00,277862.44,352500.00,271454.30,397000.00,314739.00,386400.20,316876.78,380000.00,360948.20
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501175,Employer Dental Group,0.00,1684.77,0.00,2265.08,0.00,2066.45,0.00,2007.49,0.00,2806.48,0.00,2616.25
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501176,Employer Group Life,0.00,2462.42,0.00,2719.37,0.00,2640.94,0.00,3019.40,0.00,2929.61,0.00,2253.53
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501177,Employer Pension,24300.00,20052.06,24838.74,23109.25,22834.00,20803.01,25800.00,15890.57,29568.51,19597.95,18044.00,18333.74
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501183,MNPS FICA Career Ladder,500.00,665.92,700.00,293.94,300.00,266.90,0.00,291.41,300.00,231.54,0.00,232.87
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501184,MNPS SSN Medical Career Ladd,0.00,155.74,100.00,68.77,0.00,62.34,0.00,68.13,0.00,54.19,0.00,54.46
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501185,MNPS Emp'r Pension Career La,1300.00,1003.40,1100.00,452.00,600.00,410.79,0.00,449.10,400.00,363.21,0.00,418.40
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,501186,MNPS Emp'r Pension TCRS,144600.00,141895.76,125250.66,129114.30,142850.00,136763.72,159613.44,154785.96,149722.60,153541.52,153179.00,168571.97
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502101,Electric,238000.00,246374.15,272700.00,249156.83,259100.00,227659.65,259100.00,243047.55,232300.00,157957.53,165300.00,155709.86
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502102,Water,33700.00,29199.90,35400.00,38297.38,39300.00,23497.41,20000.00,25165.66,20000.00,25275.91,23300.00,40787.97
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502103,Gas,13900.00,11332.67,13900.00,20380.75,22200.00,16296.30,20000.00,22028.95,20000.00,50011.57,35000.00,20601.95
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502111,Stormwater,2700.00,2400.00,2900.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,6100.00,6100.00,7200.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502232,Entertainment Service,0.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502357,Internet Services,0.00,0.00,0.00,0.00,0.00,73.12,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502451,Employee Out-of-town Travel,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,7481.90,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502453,Employee Local Travel/Park,500.00,93.51,0.00,116.64,0.00,118.58,0.00,250.12,400.00,163.03,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502501,Telephone & Telegraph,0.00,0.00,0.00,0.00,50.00,19.87,50.00,6.83,50.00,17.70,50.00,3.63
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502701,Printing/Binding,0.00,0.00,0.00,731.00,0.00,531.00,0.00,0.00,0.00,0.00,0.00,369.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502801,Advertising & Promot'n,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502883,Registration,0.00,0.00,0.00,0.00,0.00,0.00,4100.00,2394.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502884,Membership Dues,0.00,0.00,0.00,0.00,0.00,0.00,0.00,199.99,0.00,0.00,885.80,885.80
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,502920,Other Rpr & Maint Srvc,0.00,0.00,0.00,0.00,0.00,36.85,0.00,21.60,0.00,-21.60,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,503100,Offc & Admin Supply,11448.00,7653.62,5000.00,1048.00,2950.00,5890.18,10000.00,2923.63,4995.00,2178.35,6371.00,6001.80
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,503120,Computer Software,0.00,0.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,503150,"Furniture < $10,000",0.00,0.00,5400.00,4234.30,0.00,0.00,0.00,1900.56,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,503190,Educational Equipment,3072.00,753.90,0.00,9355.99,0.00,19.10,1025.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,503330,Books/Magazines/Periodicals,4530.00,4479.13,3345.00,3442.20,3514.00,2942.34,7360.00,3298.04,3225.00,3206.58,3090.00,3025.03
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,503350,Educational Supply,5700.00,7225.32,19064.00,15497.51,14730.00,10711.64,20842.00,39803.37,5369.00,4878.61,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,503360,Supplies - Visual & Performing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5903.00,5903.29
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,505233,Rent Equipment,0.00,0.00,0.00,0.00,0.00,0.00,4215.00,4836.11,4000.00,4903.77,4000.00,4836.58
35131,MNPS General Purpose,80,MNPS,80101783,MNPS Creswell Middle Prep SOA,531001,Transfer Operational,3300.00,3267.00,3300.00,3300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501101,Regular Pay,2507600.00,2574055.14,2603458.31,2624132.98,3278395.00,2738803.34,2319200.00,2228189.04,2657720.18,2078574.49,1936017.00,1834612.83
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501104,Overtime Pay,0.00,19.95,0.00,1934.60,0.00,0.00,0.00,517.71,0.00,6130.11,0.00,6369.47
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501107,Supplemental Pay,275600.00,410162.13,4800.00,353053.87,0.00,277762.65,2700.00,251364.79,250318.27,219847.39,9412.00,204722.69
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501108,Injured on Duty Pay,0.00,1228.49,0.00,0.00,0.00,0.00,0.00,352.24,600.00,813.26,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501110,In-Service Train Supp,0.00,0.00,153900.00,0.00,152500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501115,MNPS Career Ladder,11000.00,3600.00,3600.00,0.00,0.00,0.00,0.00,1200.00,1000.00,1000.00,0.00,2350.66
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501172,Employer OASDI,163250.00,173948.87,167954.32,174168.32,211536.00,176912.86,144100.00,145789.37,152323.40,134695.60,120611.00,119718.90
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501173,Employer SSN Medical,38200.00,41417.44,40883.67,41229.57,49648.00,41937.96,33800.00,34310.85,35952.81,31956.85,28215.00,28332.76
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501174,Employer Group Health,449300.00,379703.09,547300.00,398073.00,670000.00,358275.94,488000.00,320277.91,462200.18,291391.51,384000.00,271354.24
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501175,Employer Dental Group,0.00,4768.46,0.00,2542.94,0.00,1880.75,0.00,2495.56,0.00,2396.08,0.00,1741.41
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501176,Employer Group Life,0.00,5359.26,0.00,4074.04,0.00,3840.73,0.00,3429.08,0.00,3087.89,0.00,2239.14
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501177,Employer Pension,67153.00,46801.57,32238.74,30360.99,31487.00,22815.59,27800.00,18885.03,25085.26,18395.40,16426.00,17627.12
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501183,MNPS FICA Career Ladder,700.00,219.00,200.00,0.00,0.00,0.00,0.00,0.00,100.00,62.00,0.00,62.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501184,MNPS SSN Medical Career Ladd,0.00,51.20,100.00,0.00,0.00,0.00,0.00,17.40,0.00,14.50,0.00,34.08
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501185,MNPS Emp'r Pension Career La,1100.00,319.70,300.00,0.00,0.00,0.00,0.00,0.00,100.00,90.80,0.00,104.60
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,501186,MNPS Emp'r Pension TCRS,199300.00,217810.00,235814.98,245742.96,290226.00,248194.80,193700.00,202858.90,208788.42,187497.21,159437.00,181006.70
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502101,Electric,104600.00,71220.07,92700.00,72456.74,90400.00,41327.41,90400.00,74302.66,81100.00,46338.31,62700.00,75156.54
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502103,Gas,39700.00,24120.95,29600.00,27817.94,31100.00,12938.19,28000.00,13117.63,28000.00,19651.36,13800.00,17412.62
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502229,Management Consultant,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502232,Entertainment Service,0.00,0.00,3200.00,0.00,0.00,0.00,1500.00,1500.00,1500.00,360.00,597.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502309,Educational Service,0.00,0.00,0.00,117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502365,Bus Service,0.00,0.00,0.00,0.00,0.00,0.00,8350.00,10577.76,2000.00,1579.00,1513.00,350.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502453,Employee Local Travel/Park,0.00,9.24,0.00,89.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502501,Telephone & Telegraph,0.00,0.00,0.00,2.60,25.00,6.66,10.00,3.70,10.00,2.41,10.00,3.17
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502520,Postage & Delivery Srvc,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502701,Printing/Binding,0.00,430.00,0.00,129.50,0.00,782.44,1000.00,1236.70,0.00,182.00,1928.00,1927.60
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502801,Advertising & Promot'n,0.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,0.00,0.00,2000.00,1856.10
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502883,Registration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,455.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,502920,Other Rpr & Maint Srvc,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,503050,Host & Hostess,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.00,1447.38,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,503100,Offc & Admin Supply,7500.00,4448.99,3000.00,4362.17,9000.00,3097.21,6363.00,5660.97,1836.00,1600.74,2500.00,1875.91
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,503120,Computer Software,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12040.00,2639.25,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,503190,Educational Equipment,0.00,0.00,0.00,0.00,0.00,360.05,5000.00,5314.42,5000.00,1236.25,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,503330,Books/Magazines/Periodicals,3852.00,3674.86,3719.00,4656.12,6803.00,3724.58,8090.00,8000.32,2378.00,2375.55,2265.00,2263.79
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,503350,Educational Supply,11825.00,10263.70,21421.00,20953.55,31557.00,41924.98,23808.00,24168.63,14571.00,26450.20,10293.00,13383.36
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,503360,Supplies - Visual & Performing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,214.50
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,503400,Medical Supply,0.00,909.22,0.00,879.81,0.00,300.62,0.00,496.90,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,505233,Rent Equipment,0.00,0.00,0.00,0.00,0.00,0.00,600.00,3844.11,4000.00,3182.85,4000.00,3634.74
35131,MNPS General Purpose,80,MNPS,80101784,MNPS Robert Churchwell Museum,531001,Transfer Operational,4500.00,5841.00,4500.00,4500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501101,Regular Pay,3338100.00,3298760.02,2942960.54,3321994.00,3282131.00,3237555.07,3123300.00,3420043.20,3556993.35,3906984.42,3071679.00,3037770.30
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501107,Supplemental Pay,10600.00,12320.52,5200.00,60688.58,0.00,24215.03,27104.21,18987.06,73964.61,41737.28,13248.00,66851.09
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501108,Injured on Duty Pay,0.00,0.00,0.00,1950.22,0.00,350.06,0.00,499.50,0.00,573.94,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501115,MNPS Career Ladder,13000.00,4657.98,5000.00,5555.11,5700.00,1982.60,0.00,2970.16,3500.00,3480.72,0.00,2529.38
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501172,Employer OASDI,224400.00,193475.91,181924.24,197051.68,200296.00,186902.31,195118.46,202455.60,222554.47,211761.34,191252.00,177626.95
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501173,Employer SSN Medical,52600.00,45809.30,44451.96,46519.34,47555.00,45028.45,45678.51,47554.23,52264.88,50249.21,44749.00,42263.76
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501174,Employer Group Health,478700.00,460839.52,663500.00,506307.27,684000.00,459298.51,665000.00,496295.82,741000.04,495685.14,596000.00,544106.91
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501175,Employer Dental Group,0.00,3638.36,0.00,4093.77,0.00,3423.95,0.00,3332.54,0.00,5298.14,0.00,3392.75
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501176,Employer Group Life,0.00,4959.00,0.00,5070.96,0.00,4964.26,0.00,4970.61,0.00,5645.92,0.00,3141.81
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501177,Employer Pension,44100.00,51676.49,47638.74,48390.12,53388.00,40982.93,48100.00,29096.00,63129.86,39649.11,20885.00,23672.67
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501183,MNPS FICA Career Ladder,500.00,270.92,300.00,295.64,300.00,175.68,0.00,174.11,200.00,173.48,0.00,113.81
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501184,MNPS SSN Medical Career Ladd,0.00,63.33,0.00,77.37,0.00,41.01,0.00,40.79,0.00,48.66,0.00,35.34
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501185,MNPS Emp'r Pension Career La,1500.00,413.65,400.00,450.20,600.00,269.63,0.00,268.50,300.00,265.41,0.00,201.92
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,501186,MNPS Emp'r Pension TCRS,298100.00,255332.12,242281.96,264795.62,260940.00,254928.72,258559.82,273573.80,279128.48,275326.95,257982.00,263410.21
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502101,Electric,463800.00,418505.38,451900.00,448770.49,441100.00,372224.54,375000.00,473023.85,336200.00,389156.89,402000.00,438697.71
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502102,Water,26400.00,31885.59,40400.00,23745.00,26300.00,19226.17,26300.00,26891.83,26300.00,23867.48,22000.00,28602.58
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502103,Gas,76700.00,70921.57,83200.00,66124.19,71700.00,37420.67,64600.00,41186.99,64600.00,47716.16,32100.00,42887.09
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502105,Cable Television,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.04,0.00,600.36,0.00,247.17
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502111,Stormwater,2700.00,2400.00,2900.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,6900.00,6900.00,7800.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502229,Management Consultant,18400.00,0.00,15000.00,0.00,1000.00,0.00,0.00,0.00,117120.00,111840.00,32900.00,24250.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502232,Entertainment Service,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502309,Educational Service,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3600.50
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502357,Internet Services,0.00,0.00,0.00,0.00,0.00,345.20,300.00,290.71,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502365,Bus Service,0.00,0.00,0.00,0.00,0.00,299.99,0.00,0.00,1000.00,0.00,1000.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502451,Employee Out-of-town Travel,0.00,0.00,15000.00,10568.94,34500.00,12242.25,20290.00,11006.08,1420.00,6289.60,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502453,Employee Local Travel/Park,500.00,3275.82,0.00,4139.60,795.00,5292.00,500.00,8392.14,0.00,915.54,575.00,1291.74
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502501,Telephone & Telegraph,0.00,0.00,0.00,0.33,100.00,7.54,0.00,4.73,300.00,6.00,200.00,10.36
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502520,Postage & Delivery Srvc,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502701,Printing/Binding,1900.00,3180.00,0.00,1535.00,0.00,654.00,0.00,257.00,0.00,634.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502883,Registration,0.00,0.00,1500.00,7158.00,8000.00,3075.00,6500.00,4047.00,4000.00,495.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,502920,Other Rpr & Maint Srvc,0.00,5812.00,0.00,3564.00,0.00,1641.67,0.00,3848.14,1000.00,-500.00,1965.00,1500.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,503050,Host & Hostess,0.00,0.00,0.00,88.99,6358.00,4630.50,0.00,1696.79,3000.00,0.00,0.00,1093.45
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,503100,Offc & Admin Supply,4410.00,0.00,2000.00,0.00,3000.00,341.78,2000.00,2474.98,10001.00,0.00,2775.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,503120,Computer Software,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,2000.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,503150,"Furniture < $10,000",0.00,0.00,0.00,2490.97,1000.00,1114.20,2716.00,3011.27,2000.00,763.19,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,503190,Educational Equipment,0.00,0.00,0.00,7344.87,0.00,210.24,8728.00,1908.74,4000.00,1992.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,503330,Books/Magazines/Periodicals,8390.00,7939.04,6218.00,6190.98,7200.00,6281.26,5160.00,5155.64,5595.00,5306.97,4672.50,4371.67
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,503350,Educational Supply,25600.00,24013.61,25456.00,15915.36,23124.00,11855.63,11290.00,4917.41,0.00,3572.35,612.00,612.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,503360,Supplies - Visual & Performing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2084.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,503600,Repair & Maint Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,505233,Rent Equipment,4600.00,62.50,0.00,0.00,0.00,0.00,3440.00,3689.45,1000.00,4379.40,6000.00,4860.19
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,505252,Software License,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,0.00,2461.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101787,MNPS Whites Creek High,531001,Transfer Operational,7100.00,6138.00,7100.00,7100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501101,Regular Pay,2186600.00,2258827.64,1974861.00,2155028.93,2157785.00,2036749.02,2030200.00,2166689.34,2329941.91,2140774.57,2277751.00,2169121.05
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501104,Overtime Pay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.14
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501107,Supplemental Pay,9000.00,11446.21,3600.00,17067.40,0.00,13148.50,5600.10,10399.53,84194.10,23776.42,9443.00,15322.61
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501108,Injured on Duty Pay,0.00,0.00,0.00,0.00,0.00,577.74,0.00,0.00,0.00,0.00,0.00,0.00
