School Name,Category,Street Address,City,State,ZIP Code,Students,Grant Category,Organization Name,Activity Type,Fiscal Year,Mapped Location
Explore! Community School,MNPS,217 South 10th Street,Nashville,TN,37206,245,Basic Operating,Country Music Foundation,In-School,FY17,"217 South 10th Street
Nashville, TN 37206
(36.174536, -86.751919)"
Maxwell Elementary,MNPS,5535 Blue Hole Road,Antioch,TN,37013,1,Basic Operating,Choral Arts Link,Out of School,FY17,"5535 Blue Hole Road
Antioch, TN 37013
(36.031702, -86.673544)"
Nashville Christian School,Private,7555 Sawyer Brown Road,Nashville,TN,37221,193,Basic Operating,Tennessee Performing Arts Center,,FY16,"7555 Sawyer Brown Road
Nashville, TN 37221
(36.106683, -86.930689)"
Hillsboro High School,MNPS,3812 Hillsboro Pike,Nashville,TN,37215,5,Basic Operating,W.O. Smith Music School,Out of School,FY17,"3812 Hillsboro Pike
Nashville, TN 37215
(36.107472, -86.812867)"
The Academy for GOD,Private,401 Center Street,Old Hickory,TN,37138,18,Basic Operating,Country Music Foundation,,FY16,"401 Center Street
Old Hickory, TN 37138
(36.226605, -86.63292)"
Shwab Elementary School,MNPS,1500 Dickerson Pike,Nashville,TN,37207,1,Arts Access,"East Nashville Hope Exchange, Inc.",Out of School,FY16,"1500 Dickerson Pike
Nashville, TN 37207
(36.199361, -86.770285)"
Joelton Middle Prep,MNPS,3500 Old Clarksville Pike,Joelton,TN,37080,106,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"3500 Old Clarksville Pike
Joelton, TN 37080
(36.313358, -86.865768)"
Hillsboro High School,MNPS,400 Davidson Road,Nashville,TN,37205,2,Basic Operating,Cheekwood Botanical Garden and Museum of Art,,FY16,"400 Davidson Road
Nashville, TN 37205
(36.117025, -86.873648)"
Homeschool,Home Schooled,,,TN,,8,Arts Access,Youth Empowerment through Arts and Humanities,Out of School,FY16,"TN
(35.842998, -86.343226)"
Harris-Hillman School,MNPS,1706 26th Avenue South,Nashville,TN,37212,90,Basic Operating,Nashville Symphony,In-School,FY17,"1706 26th Avenue South
Nashville, TN 37212
(36.137515, -86.808046)"
LEAD Academy High School,MNPS,1034 1st Avenue South,Nashville,TN,37210,45,Basic Operating,Southern Word,,FY16,"1034 1st Avenue South
Nashville, TN 37210
(36.148899, -86.765038)"
Westminster School for Young Children,Pre-K/ELC,3900 West End Avenue,Nashville,TN,37205,65,Basic Operating,Nashville Ballet,In-School,FY17,"3900 West End Avenue
Nashville, TN 37205
(36.131513, -86.834049)"
Pearl Cohn Enternationment Magnet High School,MNPS,904 26th Avenue North,Nashville,TN,37208,270,Basic Operating,Southern Word,In-School,FY17,"904 26th Avenue North
Nashville, TN 37208
(36.164278, -86.816051)"
Donelson Christian Academy,Private,300 Danyacrest Drive,Nashville,TN,37214,148,Basic Operating,Nashville Children's Theatre,,FY16,"300 Danyacrest Drive
Nashville, TN 37214
(36.183834, -86.650836)"
McGavock High School,MNPS,3150 McGavock Pike,Nashville,TN,37214,7,Basic Operating,W.O. Smith Music School,Out of School,FY16,"3150 McGavock Pike
Nashville, TN 37214
(36.185147, -86.67648)"
Meigs Magnet Middle Prep,MNPS,713 Ramsey Street,Nashville,TN,37206,168,Basic Operating,Nashville Children's Theatre,,FY16,"713 Ramsey Street
Nashville, TN 37206
(36.17603, -86.760346)"
Brick Church College Prep,MNPS,2835 Brick Church Pike,Nashville,TN,37207,1,After-School Arts,Frist Center for the Visual Arts,Out of School,FY16,"2835 Brick Church Pike
Nashville, TN 37207
(36.219952, -86.782287)"
Tom Joy Head Start,Pre-K/ELC,1901 Lischey Avenue,Nashville,TN,37207,280,Basic Operating,Tennessee Performing Arts Center,,FY16,"1901 Lischey Avenue
Nashville, TN 37207
(36.203865, -86.761432)"
Andrew Jackson Elementary School,MNPS,110 Shute Lane,Old Hickory,TN,37138,100,Basic Operating,Nashville Children's Theatre,,FY16,"110 Shute Lane
Old Hickory, TN 37138
(36.232084, -86.622589)"
John Early Museum Magnet Middle Prep,MNPS,1000 Cass Street,Nashville,TN,37208,15,Basic Operating,Tennessee Women's Theater Project,Out of School,FY17,"1000 Cass Street
Nashville, TN 37208
(36.186443, -86.804661)"
Lakeview Elementary Design Center,MNPS,455 Rural Hill Road,Nashville,TN,37217,1,Basic Operating,Choral Arts Link,,FY16,"455 Rural Hill Road
Nashville, TN 37217
(36.078477, -86.629671)"
Stratford STEM Magnet School Lower Campus,MNPS,1800 Stratford Avenue,Nashville,TN,37216,4,Basic Operating,Southern Word,,FY16,"1800 Stratford Avenue
Nashville, TN 37216
(36.198164, -86.717083)"
Rocketship Nashville Northeast Elementary School,MNPS,2526 Dickerson Pike,Nashville,TN,37207,1,Basic Operating,W.O. Smith Music School,Out of School,FY16,"2526 Dickerson Pike
Nashville, TN 37207
(36.213439, -86.764561)"
Cameron College Prep,MNPS,1034 1st Avenue South,Nashville,TN,37210,145,Basic Operating,Cheekwood,In-School,FY17,"1034 1st Avenue South
Nashville, TN 37210
(36.148899, -86.765038)"
Cambridge Early Learning Center,Pre-K/ELC,2325 Hickory Highlands Drive,Nashville,TN,37013,120,Basic Operating,Global Education Center,Out of School,FY17,"2325 Hickory Highlands Drive
Nashville, TN 37013
(36.060835, -86.641835)"
Jere Baxter Middle Prep,MNPS,350 Hart Lane,Nashville,TN,37207,125,After-School Arts,National Museum of African American Music,Out of School,FY16,"350 Hart Lane
Nashville, TN 37207
(36.219724, -86.750594)"
St. Joseph School,Private,1225 Gallatin Pike South,Madison,TN,37115,163,Basic Operating,Nashville Children's Theatre,,FY16,"1225 Gallatin Pike South
Madison, TN 37115
(36.245427, -86.721932)"
Cockrill Elementary School,MNPS,4701 Indiana Avenue,Nashville,TN,37209,1,Basic Operating,W.O. Smith Music School,Out of School,FY16,"4701 Indiana Avenue
Nashville, TN 37209
(36.156626, -86.84498)"
Whitsett Elementary School,MNPS,110 Whitsitt Road,Nashville,TN,37210,415,Basic Operating,Tennessee Performing Arts Center,,FY16,"110 Whitsitt Road
Nashville, TN 37210
(36.114573, -86.736807)"
Hillsboro High School,MNPS,400 Davidson Road,Nashville,TN,37205,21,Basic Operating,Frist Center for the Visual Arts,,FY16,"400 Davidson Road
Nashville, TN 37205
(36.117025, -86.873648)"
Father Ryan High School,Private,700 Norwood Drive,Nashville,TN,37204,42,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"700 Norwood Drive
Nashville, TN 37204
(36.099137, -86.768156)"
Glencliff High School,MNPS,160 Antioch Pike,Nashville,TN,37211,147,Basic Operating,Southern Word,In-School,FY17,"160 Antioch Pike
Nashville, TN 37211
(36.100889, -86.726609)"
Charlotte Park Elementary School,MNPS,480 Annex Avenue,Nashville,TN,37209,2,Arts Access,Global Education Center,Out of School,FY17,"480 Annex Avenue
Nashville, TN 37209
(36.15212, -86.88324)"
Warner Enhanced Option Elementary School,MNPS,626 Russell Street,Nashville,TN,37206,8,Basic Operating,Tennessee Performing Arts Center,,FY16,"626 Russell Street
Nashville, TN 37206
(36.172254, -86.760445)"
East Nashville Magnet High School,MNPS,110 Gallatin Avenue,Nashville,TN,37206,9,Basic Operating,W.O. Smith Music School,Out of School,FY17,"110 Gallatin Avenue
Nashville, TN 37206
(36.178698, -86.750831)"
Dan Mills Elementary School,MNPS,4106 Kennedy Avenue,Nashville,TN,37216,370,Basic Operating,Nashville Symphony,,FY16,"4106 Kennedy Avenue
Nashville, TN 37216
(36.218646, -86.717495)"
Napier Enhanced Option Elementary School,MNPS,60 Fairfield Avenue,Nashville,TN,37210,3,Basic Operating,Global Education Center,Out of School,FY17,"60 Fairfield Avenue
Nashville, TN 37210
(36.15001, -86.757067)"
KIPP Nashville College Prep,MNPS,3410 Knight Drive,Nashville,TN,37207,35,Basic Operating,Frist Center for the Visual Arts,In-School,FY17,
Harpeth Hall School,Private,3801 Hobbs Road,Nashville,TN,37205,9,Basic Operating,Frist Center for the Visual Arts,,FY16,"3801 Hobbs Road
Nashville, TN 37205
(36.103441, -86.840497)"
Dodson Elementary School,MNPS,4401 Chandler Road,Hermitage,TN,37076,50,Basic Operating,Nashville Children's Theatre,In-School,FY17,"4401 Chandler Road
Hermitage, TN 37076
(36.191257, -86.603868)"
Glendale Elementary School,MNPS,800 Thompson Avenue,Nashville,TN,37204,425,Basic Operating,Nashville Opera Association,,FY16,"800 Thompson Avenue
Nashville, TN 37204
(36.09517, -86.784848)"
Nashville Prep,MNPS,1300 56th Avenue North,Nashville,TN,37209,3,Basic Operating,W.O. Smith Music School,Out of School,FY17,"1300 56th Avenue North
Nashville, TN 37209
(36.162413, -86.855633)"
Homeschool,Home Schooled,,,TN,,3,Basic Operating,Grand Master Fiddler Championship Inc.,,FY16,"TN
(35.842998, -86.343226)"
Gower Elementary School,MNPS,650 Old Hickory Blvd,Nashville,TN,37209,140,Basic Operating,Tennessee Performing Arts Center,,FY16,"650 Old Hickory Blvd
Nashville, TN 37209
(36.115285, -86.923093)"
Jonathan Edwards Classical Academy,Private,4479 Jackson Road,Whites Creek,TN,37189,49,Basic Operating,Nashville Symphony,In-School,FY17,"4479 Jackson Road
Whites Creek, TN 37189
(36.297448, -86.774329)"
Wright Middle Prep,MNPS,180 McCall Street,Nashville,TN,37211,91,Basic Operating,Southern Word,,FY16,"180 McCall Street
Nashville, TN 37211
(36.099132, -86.734386)"
Hull-Jackson Montessori Magnet School,MNPS,1015 Kellow Street,Nashville,TN,37208,38,Basic Operating,Tennessee Womens Theater Project,,FY16,"1015 Kellow Street
Nashville, TN 37208
(36.190768, -86.807322)"
Maplewood High School,MNPS,401 Walton Lane,Nashville,TN,37216,8,Basic Operating,Country Music Foundation,Out of School,FY17,"401 Walton Lane
Nashville, TN 37216
(36.232997, -86.750784)"
Smithson Craighead Academy,MNPS,730 Neelys Bend Road,Madison,TN,37115,1,Basic Operating,W.O. Smith Music School,Out of School,FY17,"730 Neelys Bend Road
Madison, TN 37115
(36.252838, -86.695972)"
St. Bernard Academy,Private,2304 Bernard Avenue,Nashville,TN,37212,350,Basic Operating,Nashville Opera Association,,FY16,"2304 Bernard Avenue
Nashville, TN 37212
(36.13163, -86.805055)"
Stanford Montessori Elementary School,MNPS,2417 Maplecrest Drive,Nashville,TN,37214,3,Basic Operating,W.O. Smith Music School,Out of School,FY17,"2417 Maplecrest Drive
Nashville, TN 37214
(36.177508, -86.682922)"
Abintra Montessori School,Private,914 Davidson Drive,Nashville,TN,37205,64,Basic Operating,Nashville Children's Theatre,,FY16,"914 Davidson Drive
Nashville, TN 37205
(36.118209, -86.899237)"
Akiva School,Private,809 Percy Warner Blvd,Nashville,TN,37205,60,Basic Operating,Nashville Symphony,In-School,FY17,"809 Percy Warner Blvd
Nashville, TN 37205
(36.083553, -86.889891)"
Frederick Douglass Head Start,Pre-K/ELC,621 Howerton Street,Nashville,TN,37206,220,Basic Operating,Nashville Ballet,In-School,FY17,"621 Howerton Street
Nashville, TN 37206
(36.176206, -86.762727)"
Hume-Fogg Magnet High School,MNPS,700 Broadway,Nashville,TN,37203,14,Basic Operating,Nashville Jazz Workshop,Out of School,FY16,"700 Broadway
Nashville, TN 37203
(36.159164, -86.781476)"
Crieve Hall Elementary School,MNPs,498 Hogan Road,Nashville,TN,37220,2,Arts Access,Global Education Center,Out of School,FY17,"498 Hogan Road
Nashville, TN 37220
(36.065173, -86.757468)"
Montgomery Bell Academy,Private,4001 Harding Pike,Nashville,TN,37205,2,Basic Operating,Humanities Tennessee,,FY16,"4001 Harding Pike
Nashville, TN 37205
(36.13064, -86.836801)"
Frederick Douglass Head Start,Pre-K/ELC,621 Howerton Street,Nashville,TN,37206,200,Basic Operating,Tennessee Performing Arts Center,,FY16,"621 Howerton Street
Nashville, TN 37206
(36.176206, -86.762727)"
St. Clement Coptic Orthodox Christian Academy,Private,476 McMurray Drive,Nashville,TN,37211,25,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"476 McMurray Drive
Nashville, TN 37211
(36.059236, -86.722488)"
Madison Middle Prep,MNPS,300 West Old Hickory Blvd,Madison,TN,37115,1,Basic Operating,W.O. Smith Music School,Out of School,FY16,"300 West Old Hickory Blvd
Madison, TN 37115
(36.263489, -86.716018)"
J.E. Moss Elementary School,MNPS,4701 Bowfield Drive,Antioch,TN,37013,162,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"4701 Bowfield Drive
Antioch, TN 37013
(36.066996, -86.668993)"
Neely's Bend Elementary School,MNPS,1300 Neelys Bend Road,Nashville,TN,37115,600,Basic Operating,Global Education Center,In-School,FY17,"1300 Neelys Bend Road
Nashville, TN 37115
(36.239893, -86.672446)"
Fall-Hamilton Advanced Option School,MNPS,510 Wedgewood Avenue,Nashville,TN,37203,4,Arts Access,Global Education Center,Out of School,FY17,"510 Wedgewood Avenue
Nashville, TN 37203
(36.133001, -86.76601)"
Berry Head Start,Pre-K/ELC,2233 Winford Avenue,Nashville,TN,37211,252,Basic Operating,Tennessee Performing Arts Center,,FY16,"2233 Winford Avenue
Nashville, TN 37211
(36.122799, -86.756224)"
Casa Azafran Early Learning Center,Pre-K/ELC,2195 Nolensville Pike,Nashville,TN,37211,124,Basic Operating,Nashville Children's Theatre,In-School,FY17,"2195 Nolensville Pike
Nashville, TN 37211
(36.126647, -86.753004)"
East Nashville Magnet Middle School,MNPS,2000 Greenwood Avenue,Nashville,TN,37206,2,Basic Operating,Choral Arts Link,,FY16,"2000 Greenwood Avenue
Nashville, TN 37206
(36.189048, -86.732515)"
West End Middle Prep,MNPS,3529 West End Avenue,Nashville,TN,37205,1,Basic Operating,W.O. Smith Music School,Out of School,FY16,"3529 West End Avenue
Nashville, TN 37205
(36.134835, -86.824625)"
Ruby Major Elementary School,MNPS,5141 John Hagar Road,Hermitage,TN,37076,720,Basic Operating,Nashville Ballet,In-School,FY17,"5141 John Hagar Road
Hermitage, TN 37076
(36.15773, -86.57905)"
Glengarry Elementary School,MNPS,200 Finley Drive,Nashville,TN,37217,95,Arts Access,Nashville Ballet,In-School,FY17,"200 Finley Drive
Nashville, TN 37217
(36.110136, -86.7059)"
Una Elementary School,MNPS,2018 Murfreesboro Pike,Nashville,TN,37217,842,Basic Operating,Nashville Children's Theatre,In-School,FY17,"2018 Murfreesboro Pike
Nashville, TN 37217
(36.095161, -86.654176)"
Glenn Enhanced Option Elementary School,MNPS,322 Cleveland Street,Nashville,TN,37207,13,Basic Operating,Nashville Ballet,Out of School,FY16,"322 Cleveland Street
Nashville, TN 37207
(36.186975, -86.766561)"
Christ Presbyterian Academy,Private,2323 Old Hickory Boulevard,Nashville,TN,37215,11,Basic Operating,Frist Center for the Visual Arts,,FY16,"2323 Old Hickory Boulevard
Nashville, TN 37215
(36.050647, -86.878085)"
Haynes Middle School,MNPS,510 West Trinity Lane,Nashville,TN,37207,35,After-School Arts,Nashville Opera,Out of School,FY17,"510 West Trinity Lane
Nashville, TN 37207
(36.207377, -86.790851)"
John Early Museum Magnet Middle Prep,MNPS,1000 Cass Street,Nashville,TN,37208,23,Basic Operating,Southern Word,,FY16,"1000 Cass Street
Nashville, TN 37208
(36.186443, -86.804661)"
Oliver Middle Prep,MNPS,6211 Nolensville Pike,Nashville,TN,37211,175,Basic Operating,Tennessee Performing Arts Center,,FY16,"6211 Nolensville Pike
Nashville, TN 37211
(36.021676, -86.71167)"
Meigs Magnet Middle Prep,MNPS,713 Ramsey Street,Nashville,TN,37206,5,Basic Operating,W.O. Smith Music School,Out of School,FY17,"713 Ramsey Street
Nashville, TN 37206
(36.17603, -86.760346)"
Lighthouse Christian School,Private,5100 Blue Hole Road,Antioch,TN,37013,190,Basic Operating,Nashville Symphony,,FY16,"5100 Blue Hole Road
Antioch, TN 37013
(36.05263, -86.673119)"
Julia Green Elementary School,MNPS,3500 Hobbs Road,Nashville,TN,37215,2,Basic Operating,W.O. Smith Music School,Out of School,FY17,"3500 Hobbs Road
Nashville, TN 37215
(36.102263, -86.832973)"
Old Center Elementary School,MNPS,1245 Dickerson Pike South,Goodlettsville,TN,37072,67,Basic Operating,Nashville Children's Theatre,In-School,FY17,"1245 Dickerson Pike South
Goodlettsville, TN 37072
(36.290781, -86.737701)"
Christ Presbyterian Academy,Private,2323 Old Hickory Boulevard,Nashville,TN,37215,512,Basic Operating,Nashville Children's Theatre,In-School,FY17,"2323 Old Hickory Boulevard
Nashville, TN 37215
(36.050647, -86.878085)"
Croft Design Center Middle Prep,MNPS,482 Elysian Fields Road,Nashville,TN,37211,18,After-School Arts,Southern Word,Out of School,FY17,"482 Elysian Fields Road
Nashville, TN 37211
(36.084443, -86.736871)"
The Covenant School,Private,33 Burton Hills Blvd,Nashville,TN,37215,100,Basic Operating,Global Education Center,In-School,FY17,"33 Burton Hills Blvd
Nashville, TN 37215
(36.09511, -86.824028)"
Robertson Academy,Pre-K/ELC,835 Robertson Academy Road,Nashville,TN,37220,78,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"835 Robertson Academy Road
Nashville, TN 37220
(36.08211, -86.776012)"
Whites Creek High School,MNPS,7277 Old Hickory Blvd,Whites Creek,TN,37189,50,Basic Operating,Nashville Ballet,In-School,FY17,"7277 Old Hickory Blvd
Whites Creek, TN 37189
(36.273182, -86.818339)"
The Covenant School,Private,33 Burton Hills Blvd,Nashville,TN,37215,22,Arts Access,Nashville Ballet,In-School,FY17,"33 Burton Hills Blvd
Nashville, TN 37215
(36.09511, -86.824028)"
Rose Park Magnet Math & Science Middle School,MNPS,1025 9th Ave South,Nashville,TN,37203,23,Basic Operating,W.O. Smith Music School,Out of School,FY16,"1025 9th Ave South
Nashville, TN 37203
(36.142539, -86.780874)"
St. Edward School,Private,190 Thompson Lane,Nashville,TN,37211,2,Basic Operating,W.O. Smith Music School,Out of School,FY16,"190 Thompson Lane
Nashville, TN 37211
(36.11056, -86.740249)"
St. Clement Coptic Orthodox Christian Academy,Private,476 McMurray Drive,Nashville,TN,37211,19,Basic Operating,Nashville Children's Theatre,,FY16,"476 McMurray Drive
Nashville, TN 37211
(36.059236, -86.722488)"
Hunters Lane High School,MNPS,1150 Hunters Lane,Nashville,TN,37207,48,Basic Operating,The Nashville Shakespeare Festival,,FY16,"1150 Hunters Lane
Nashville, TN 37207
(36.277943, -86.753492)"
Robert Churchwell Museum Magnet Elementary School,MNPS,1625 Dr D.B. Todd Jr Blvd,Nashville,TN,37208,659,Basic Operating,Humanities Tennessee,,FY16,"1625 Dr D.B. Todd Jr Blvd
Nashville, TN 37208
(36.175783, -86.809257)"
Jere Baxter Middle Prep,MNPS,350 Hart Lane,Nashville,TN,37207,50,Basic Operating,Nashville Symphony,,FY16,"350 Hart Lane
Nashville, TN 37207
(36.219724, -86.750594)"
Tusculum Elementary School,MNPS,4917 Nolensville Road,Nashville,TN,37211,1,Arts Access,East Nashville Hope Exchange,Out of School,FY17,
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,60,Basic Operating,Global Education Center,,FY16,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
May Werthan Shayne Elementary School,MNPS,6217 Nolensville Pike,Nashville,TN,37211,342,Basic Operating,Cheekwood Botanical Garden and Museum of Art,,FY16,"6217 Nolensville Pike
Nashville, TN 37211
(36.020211, -86.710266)"
Westminster School for Young Children,Pre-K/ELC,3900 West End Avenue,Nashville,TN,37205,1,Arts Access,Global Education Center,Out of School,FY17,"3900 West End Avenue
Nashville, TN 37205
(36.131513, -86.834049)"
Glenview Elementary School,MNPS,1020 Patricia Drive,Nashville,TN,37217,292,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"1020 Patricia Drive
Nashville, TN 37217
(36.128499, -86.70726)"
Isaac Litton Middle Prep,MNPS,4601 Hedgewood Drive,Nashville,TN,37216,10,Basic Operating,Southern Word,,FY16,"4601 Hedgewood Drive
Nashville, TN 37216
(36.22784, -86.720692)"
